,listing_id,farmer_id,country,region,crop_type,quality_grade,harvest_date,listing_date,quantity_kg,ask_price_usd_per_kg,lat_cell,lon_cell,shelf_life_days_effective,days_since_harvest,spoilage_risk_score,lot_id,total_quantity_kg,weighted_avg_ask_price_usd_per_kg,avg_spoilage_risk_score,max_days_since_harvest,recommended_discount_pct,recommended_price_usd_per_kg,priority,order_id,match_score,decision,region_match,required_quantity_kg,min_quality_grade,max_days_since_harvest.1,target_price_usd_per_kg,baseline_shelf_life_days,medium_risk_day,high_risk_day,match_status
4544,L104344,F4897538bedc8,Kenya,Nairobi,Okra,B,2026-02-17,2026-02-19,347,1.2,-1.97,37.27,5.0,2,0.499,LOT00105,611.0,1.18,0.386,2.0,0.0,1.18,LOW,,,,,,,,,5,3,4,Not Matched
4545,L104345,F8a912b11daff,Kenya,Uasin Gishu,Onions,B,2026-01-25,2026-01-28,172,0.66,-0.33,37.62,30.0,25,0.796,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4546,L104346,F66b71428ae5d,Kenya,Nairobi,Tomatoes,C,2026-02-13,2026-02-15,71,0.74,1.14,38.44,6.1,6,1.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4547,L104347,F5c8fc1884ce9,Nigeria,Rivers,Carrots,A,2026-01-17,2026-01-20,116,0.78,9.14,6.0,31.1,33,1.0,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4548,L104348,F8ad76e163b73,Nigeria,Rivers,Potatoes,B,2026-01-27,2026-01-27,234,0.47,10.51,9.18,45.0,23,0.532,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4549,L104349,F8f64fbeed05b,Kenya,Mombasa,Tomatoes,A,2026-02-10,2026-02-11,113,0.96,1.12,38.94,7.8,9,0.937,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4550,L104350,F329ff1d43216,Nigeria,Oyo,Bananas,C,2026-02-17,2026-02-18,178,0.55,9.86,9.63,5.2,2,0.365,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4551,L104351,Fe418dde9e46b,South Africa,Limpopo,Leafy Greens,B,2026-02-11,2026-02-14,168,1.48,-28.87,21.48,4.0,8,0.993,,,,,,,,,,,,,,,,,4,2,3,Not Matched
4552,L104352,Fe355d37954c9,Nigeria,Oyo,Potatoes,A,2026-01-30,2026-01-30,134,0.58,8.54,9.04,50.0,20,0.452,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4553,L104353,Fb837fcc844b5,South Africa,KwaZulu-Natal,Potatoes,A,2026-01-17,2026-01-19,131,0.73,-30.59,21.35,50.0,33,0.617,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4554,L104354,F47440335a0b8,South Africa,KwaZulu-Natal,Potatoes,A,2026-01-28,2026-01-30,125,0.57,-30.01,23.89,50.0,22,0.431,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4555,L104355,F4846148a354c,Nigeria,Oyo,Mangoes,B,2026-02-17,2026-02-18,50,1.16,7.86,8.59,7.0,2,0.214,LOT00316,502.0,1.2,0.195,2.0,0.0,1.2,LOW,,,,,,,,,7,4,6,Not Matched
4556,L104356,F647494c1d134,Kenya,Nairobi,Cucumbers,A,2026-02-09,2026-02-09,355,0.96,-0.85,35.83,7.8,10,1.0,LOT00082,522.0,0.94,1.0,10.0,0.25,0.7,HIGH,,,,,,,,,7,4,6,Not Matched
4557,L104357,F59fb06b3459f,South Africa,Free State,Bananas,A,2026-02-14,2026-02-17,88,0.84,-31.36,22.03,6.7,5,0.783,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4558,L104358,F9676fe801b77,Kenya,Uasin Gishu,Carrots,C,2026-01-29,2026-01-31,207,0.63,1.59,36.54,24.3,21,0.86,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4559,L104359,F625572301c69,South Africa,Western Cape,Bananas,A,2026-02-19,2026-02-20,98,0.98,-31.84,24.41,6.7,0,0.113,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4560,L104360,F9a2cbc0553ab,Nigeria,FCT,Leafy Greens,A,2026-02-10,2026-02-13,212,1.79,8.75,9.73,4.4,9,0.98,,,,,,,,,,,,,,,,,4,2,3,Not Matched
4561,L104361,F884cff8c5855,South Africa,Limpopo,Bell Peppers,A,2026-02-15,2026-02-18,391,2.26,-30.18,21.91,11.1,4,0.348,LOT00475,636.0,2.1,0.332,4.0,0.0,2.1,LOW,O200444,0.797,AUTO_MATCH,1.0,500.0,B,10.0,1.73,10,6,8,AUTO_MATCH
4562,L104362,F76b94c7e3098,South Africa,Western Cape,Tomatoes,C,2026-02-15,2026-02-18,291,0.84,-30.51,23.65,6.1,4,0.67,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4563,L104363,F289f03b892da,Kenya,Mombasa,Okra,B,2026-02-17,2026-02-17,128,1.22,0.77,35.22,5.0,2,0.411,,,,,,,,,,,,,,,,,5,3,4,Not Matched
4564,L104364,F437eebd5df69,South Africa,KwaZulu-Natal,Okra,A,2026-02-16,2026-02-19,65,1.41,-29.39,23.12,5.6,3,0.527,,,,,,,,,,,,,,,,,5,3,4,Not Matched
4565,L104365,Fadef060ed0c1,Kenya,Nairobi,Leafy Greens,A,2026-02-14,2026-02-14,135,1.94,0.62,37.61,4.4,5,1.0,LOT00088,574.0,1.75,0.962,6.0,0.25,1.31,HIGH,,,,,,,,,4,2,3,Not Matched
4566,L104366,Fa852ef8e5e1b,South Africa,Limpopo,Leafy Greens,A,2026-02-17,2026-02-19,183,2.04,-30.42,18.93,4.4,2,0.349,LOT00482,596.0,1.8,0.259,2.0,0.0,1.8,LOW,,,,,,,,,4,2,3,Not Matched
4567,L104367,Fcd5032d259dd,Nigeria,Rivers,Bananas,B,2026-02-16,2026-02-16,137,0.66,10.04,8.49,6.0,3,0.541,LOT00331,541.0,0.69,0.666,4.0,0.15,0.59,HIGH,,,,,,,,,6,4,5,Not Matched
4568,L104368,F7b43f8766b93,Kenya,Nairobi,Tomatoes,B,2026-02-15,2026-02-18,219,0.74,-0.78,37.6,7.0,4,0.652,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4569,L104369,Fcc2fc439dcbb,Nigeria,Oyo,Mangoes,A,2026-02-18,2026-02-20,137,1.42,10.52,7.78,7.8,1,0.127,LOT00315,609.0,1.43,0.198,2.0,0.0,1.43,LOW,,,,,,,,,7,4,6,Not Matched
4570,L104370,Ffcbf04fd5991,Kenya,Machakos,Leafy Greens,B,2026-02-14,2026-02-14,101,1.65,0.77,38.03,4.0,5,0.984,,,,,,,,,,,,,,,,,4,2,3,Not Matched
4571,L104371,F764658943ab1,Kenya,Machakos,Tomatoes,A,2026-02-17,2026-02-19,59,1.22,-0.91,37.25,7.8,2,0.225,LOT00041,557.0,1.04,0.225,2.0,0.0,1.04,LOW,,,,,,,,,7,4,6,Not Matched
4572,L104372,Faf5367dbad3d,South Africa,KwaZulu-Natal,Bananas,A,2026-02-12,2026-02-15,127,0.89,-30.6,24.53,6.7,7,0.996,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4573,L104373,F049e27c9ac35,Nigeria,Kaduna,Bananas,A,2026-02-15,2026-02-15,140,0.69,8.9,9.49,6.7,4,0.638,LOT00189,518.0,0.78,0.583,4.0,0.08,0.72,MEDIUM,,,,,,,,,6,4,5,Not Matched
4574,L104374,F413be4b53b74,Nigeria,FCT,Okra,A,2026-02-13,2026-02-15,108,1.09,10.51,9.33,5.6,6,0.99,,,,,,,,,,,,,,,,,5,3,4,Not Matched
4575,L104375,F1f01b6f88ec8,Kenya,Machakos,Okra,A,2026-02-16,2026-02-18,138,1.24,-1.29,38.72,5.6,3,0.588,,,,,,,,,,,,,,,,,5,3,4,Not Matched
4576,L104376,F8eccc55bf79d,Kenya,Mombasa,Carrots,C,2026-02-10,2026-02-11,77,0.64,-0.37,38.71,24.3,9,0.415,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4577,L104377,Fbd9095c60398,South Africa,Western Cape,Okra,B,2026-02-16,2026-02-16,59,1.25,-31.62,22.56,5.0,3,0.561,,,,,,,,,,,,,,,,,5,3,4,Not Matched
4578,L104378,Feb4101ef8296,Kenya,Nairobi,Carrots,A,2026-02-09,2026-02-12,239,0.81,0.91,37.97,31.1,10,0.377,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4579,L104379,F78dd30d8cafa,South Africa,Limpopo,Tomatoes,A,2026-02-16,2026-02-18,179,1.31,-33.17,22.08,7.8,3,0.367,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4580,L104380,F6cc6c5344dea,Kenya,Nairobi,Okra,A,2026-02-18,2026-02-21,292,1.36,-0.93,37.64,5.6,1,0.2,LOT00102,535.0,1.33,0.313,2.0,0.0,1.33,LOW,O200160,0.82,AUTO_MATCH,1.0,500.0,B,10.0,1.09,5,3,4,AUTO_MATCH
4581,L104380,F6cc6c5344dea,Kenya,Nairobi,Okra,A,2026-02-18,2026-02-21,292,1.36,-0.93,37.64,5.6,1,0.2,LOT00102,535.0,1.33,0.313,2.0,0.0,1.33,LOW,O200390,0.846,AUTO_MATCH,1.0,500.0,B,7.0,1.26,5,3,4,AUTO_MATCH
4582,L104381,Fda6f0b2dac06,South Africa,Free State,Carrots,B,2026-02-01,2026-02-02,200,0.85,-31.58,22.91,28.0,18,0.729,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4583,L104382,F8efb87b6aa30,South Africa,Western Cape,Bell Peppers,B,2026-02-13,2026-02-16,171,2.08,-31.17,22.47,10.0,6,0.602,LOT00498,591.0,2.07,0.56,6.0,0.08,1.91,MEDIUM,,,,,,,,,10,6,8,Not Matched
4584,L104383,F7d8a36ac7a4c,Nigeria,Kano,Bell Peppers,A,2026-02-14,2026-02-14,135,2.04,10.45,7.84,11.1,5,0.409,LOT00221,564.0,1.8,0.5,6.0,0.08,1.65,MEDIUM,,,,,,,,,10,6,8,Not Matched
4585,L104384,Fc9de9d735aba,Nigeria,Kano,Bell Peppers,B,2026-02-15,2026-02-16,95,1.58,9.36,8.99,10.0,4,0.352,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4586,L104385,Fddeb54faeaa7,Nigeria,FCT,Cucumbers,A,2026-02-19,2026-02-22,112,0.87,9.0,11.71,7.8,0,0.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4587,L104386,F1a9794208c42,Kenya,Mombasa,Potatoes,B,2026-02-07,2026-02-07,78,0.51,-0.43,37.3,45.0,12,0.283,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4588,L104387,Fcd5032d259dd,Nigeria,Rivers,Potatoes,C,2026-02-01,2026-02-01,194,0.41,9.03,8.54,39.1,18,0.449,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4589,L104388,F049dddca2fbb,Kenya,Nairobi,Leafy Greens,A,2026-02-15,2026-02-15,302,1.95,0.89,37.21,4.4,4,0.874,LOT00089,554.0,1.88,0.862,4.0,0.25,1.41,HIGH,,,,,,,,,4,2,3,Not Matched
4590,L104389,F7b04efd0686f,Nigeria,FCT,Bananas,A,2026-02-11,2026-02-14,50,0.65,8.72,9.58,6.7,8,0.963,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4591,L104390,F908d95af7966,Nigeria,FCT,Mangoes,C,2026-02-16,2026-02-18,239,1.12,10.88,8.04,6.1,3,0.446,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4592,L104391,F99e5d08e5875,South Africa,Free State,Leafy Greens,A,2026-02-11,2026-02-11,245,2.05,-29.54,22.31,4.4,8,0.974,,,,,,,,,,,,,,,,,4,2,3,Not Matched
4593,L104392,F129fffc64cea,South Africa,Western Cape,Okra,A,2026-02-18,2026-02-19,58,1.55,-32.41,21.15,5.6,1,0.146,LOT00517,593.0,1.35,0.28,2.0,0.0,1.35,LOW,O200344,0.872,AUTO_MATCH,1.0,500.0,A,7.0,1.36,5,3,4,AUTO_MATCH
4594,L104392,F129fffc64cea,South Africa,Western Cape,Okra,A,2026-02-18,2026-02-19,58,1.55,-32.41,21.15,5.6,1,0.146,LOT00517,593.0,1.35,0.28,2.0,0.0,1.35,LOW,O200378,0.492,REVIEW_REQUIRED,0.0,500.0,B,3.0,1.16,5,3,4,REVIEW_REQUIRED
4595,L104392,F129fffc64cea,South Africa,Western Cape,Okra,A,2026-02-18,2026-02-19,58,1.55,-32.41,21.15,5.6,1,0.146,LOT00517,593.0,1.35,0.28,2.0,0.0,1.35,LOW,O200438,0.485,REVIEW_REQUIRED,0.0,500.0,B,7.0,1.11,5,3,4,REVIEW_REQUIRED
4596,L104393,F014889f04c4d,Kenya,Machakos,Bell Peppers,B,2026-02-18,2026-02-19,125,1.31,1.69,37.32,10.0,1,0.112,LOT00028,570.0,1.72,0.18,2.0,0.0,1.72,LOW,,,,,,,,,10,6,8,Not Matched
4597,L104394,F0828c4c9097a,Kenya,Nairobi,Onions,A,2026-02-08,2026-02-10,188,0.63,-0.52,37.98,33.3,11,0.265,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4598,L104395,Fb14ad60e3955,South Africa,Free State,Onions,A,2026-01-20,2026-01-21,157,0.78,-30.82,22.52,33.3,30,0.916,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4599,L104396,Ff3a5f86a29c3,Nigeria,Oyo,Cucumbers,A,2026-02-18,2026-02-20,154,0.77,8.56,8.63,7.8,1,0.184,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4600,L104397,Fd0b2864414fa,Nigeria,Kano,Mangoes,B,2026-02-11,2026-02-13,71,1.17,9.93,7.58,7.0,8,0.99,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4601,L104398,F4fe5554a35d6,Nigeria,Rivers,Leafy Greens,C,2026-02-13,2026-02-13,144,1.26,9.11,8.33,3.5,6,1.0,,,,,,,,,,,,,,,,,4,2,3,Not Matched
4602,L104399,F39ff6322abc2,Kenya,Kiambu,Potatoes,B,2026-02-15,2026-02-17,50,0.49,0.89,37.08,45.0,4,0.195,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4603,L104400,Fa2a1da52e4cf,Nigeria,Rivers,Okra,A,2026-02-17,2026-02-19,98,1.12,9.45,8.62,5.6,2,0.398,LOT00350,564.0,1.22,0.313,2.0,0.0,1.22,LOW,O200220,0.835,AUTO_MATCH,1.0,500.0,B,7.0,1.08,5,3,4,AUTO_MATCH
4604,L104400,Fa2a1da52e4cf,Nigeria,Rivers,Okra,A,2026-02-17,2026-02-19,98,1.12,9.45,8.62,5.6,2,0.398,LOT00350,564.0,1.22,0.313,2.0,0.0,1.22,LOW,O200354,0.843,AUTO_MATCH,1.0,500.0,A,10.0,1.13,5,3,4,AUTO_MATCH
4605,L104401,F83e1eeae0d6c,Kenya,Machakos,Bananas,B,2026-02-18,2026-02-18,61,0.86,0.44,38.96,6.0,1,0.201,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4606,L104402,Fd30a7ba58fe4,Kenya,Uasin Gishu,Okra,A,2026-02-18,2026-02-18,187,1.19,-0.5,38.41,5.6,1,0.211,,,,,,,,,,,,,,,,,5,3,4,Not Matched
4607,L104403,F4ec8891ebd28,Kenya,Uasin Gishu,Cucumbers,C,2026-02-18,2026-02-21,98,0.8,1.59,38.04,6.1,1,0.139,LOT00141,540.0,0.75,0.213,2.0,0.0,0.75,LOW,,,,,,,,,7,4,6,Not Matched
4608,L104404,F2a9500def850,Nigeria,FCT,Mangoes,A,2026-02-12,2026-02-12,203,1.33,9.44,8.76,7.8,7,0.981,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4609,L104405,F60eb4e609e36,Nigeria,Rivers,Cucumbers,B,2026-02-19,2026-02-20,133,0.77,9.74,9.11,7.0,0,0.022,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4610,L104406,Ff6d79aaa0eb7,Nigeria,Lagos,Okra,A,2026-02-11,2026-02-13,124,1.18,10.52,8.42,5.6,8,0.986,,,,,,,,,,,,,,,,,5,3,4,Not Matched
4611,L104407,F70cd4f5d2c5d,Kenya,Nakuru,Carrots,A,2026-02-05,2026-02-07,200,0.91,-1.36,39.36,31.1,14,0.46,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4612,L104408,Fd57491d645e8,South Africa,Gauteng,Bananas,A,2026-02-19,2026-02-22,130,0.97,-31.42,23.05,6.7,0,0.005,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4613,L104409,F2644d1e4fa59,South Africa,Gauteng,Cucumbers,B,2026-02-18,2026-02-19,77,1.06,-29.99,23.96,7.0,1,0.144,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4614,L104410,Ffd773603870a,South Africa,Eastern Cape,Bell Peppers,A,2026-02-15,2026-02-15,104,2.09,-31.57,24.2,11.1,4,0.305,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4615,L104411,F62102f4e9ad6,South Africa,Western Cape,Cucumbers,A,2026-02-10,2026-02-11,78,0.97,-30.71,22.49,7.8,9,0.972,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4616,L104412,Fcb4bbbb6a750,Kenya,Nakuru,Okra,A,2026-02-19,2026-02-19,199,1.31,-0.72,37.09,5.6,0,0.0,,,,,,,,,,,,,,,,,5,3,4,Not Matched
4617,L104413,Ff127bd40389e,Kenya,Uasin Gishu,Tomatoes,A,2026-02-18,2026-02-20,100,1.17,0.43,35.29,7.8,1,0.084,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4618,L104414,Ff216b3e14fbc,South Africa,KwaZulu-Natal,Okra,B,2026-02-15,2026-02-17,155,1.05,-30.37,20.3,5.0,4,0.868,,,,,,,,,,,,,,,,,5,3,4,Not Matched
4619,L104415,F7a94c08972a2,Kenya,Uasin Gishu,Mangoes,A,2026-02-12,2026-02-15,119,1.5,0.49,38.82,7.8,7,0.984,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4620,L104416,Fcc225d83c62b,Kenya,Nairobi,Onions,C,2026-01-31,2026-01-31,130,0.56,0.08,38.7,26.1,19,0.786,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4621,L104417,F174b75d951d8,Nigeria,Kano,Mangoes,B,2026-02-18,2026-02-21,103,1.4,9.93,7.86,7.0,1,0.09,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4622,L104418,F8f64fbeed05b,Kenya,Mombasa,Tomatoes,B,2026-02-16,2026-02-19,125,0.89,0.49,37.88,7.0,3,0.345,LOT00070,566.0,0.91,0.452,4.0,0.08,0.84,MEDIUM,,,,,,,,,7,4,6,Not Matched
4623,L104419,Fe170532c57d8,South Africa,Limpopo,Bananas,A,2026-02-13,2026-02-13,176,0.98,-28.49,22.44,6.7,6,0.914,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4624,L104420,F384d683189d4,Kenya,Nakuru,Mangoes,A,2026-02-17,2026-02-20,123,1.55,-0.01,38.57,7.8,2,0.25,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4625,L104421,F74b3ace3b0fe,South Africa,Free State,Onions,B,2026-02-13,2026-02-16,143,0.74,-30.76,23.02,30.0,6,0.266,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4626,L104422,Fa8e0971ddffa,South Africa,KwaZulu-Natal,Tomatoes,A,2026-02-14,2026-02-16,91,1.24,-29.51,21.04,7.8,5,0.613,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4627,L104423,F4ec8891ebd28,Kenya,Uasin Gishu,Carrots,A,2026-02-01,2026-02-02,232,0.85,-0.11,38.8,31.1,18,0.6,LOT00138,563.0,0.89,0.595,18.0,0.08,0.81,MEDIUM,O200667,0.712,REVIEW_REQUIRED,1.0,500.0,B,30.0,0.7,28,17,24,REVIEW_REQUIRED
4628,L104424,F049e27c9ac35,Nigeria,Kaduna,Carrots,B,2026-01-24,2026-01-24,124,0.6,9.41,9.49,28.0,26,0.968,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4629,L104425,Fec9a3ac37509,Nigeria,Lagos,Leafy Greens,C,2026-02-14,2026-02-16,113,1.3,8.32,7.2,3.5,5,0.985,,,,,,,,,,,,,,,,,4,2,3,Not Matched
4630,L104426,F254a9433308f,South Africa,Western Cape,Potatoes,B,2026-02-19,2026-02-21,106,0.54,-30.97,22.14,45.0,0,0.0,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4631,L104427,F227c2fb2a7ab,South Africa,Western Cape,Cucumbers,A,2026-02-13,2026-02-13,137,1.18,-30.33,21.94,7.8,6,0.77,LOT00502,591.0,1.14,0.711,6.0,0.15,0.97,HIGH,,,,,,,,,7,4,6,Not Matched
4632,L104428,Fe170532c57d8,South Africa,Limpopo,Cucumbers,B,2026-02-16,2026-02-19,71,0.91,-29.33,21.81,7.0,3,0.412,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4633,L104429,F8a223d27d8ef,South Africa,Gauteng,Bell Peppers,C,2026-02-15,2026-02-16,160,1.79,-30.27,24.59,8.7,4,0.42,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4634,L104430,F0750c617be95,Nigeria,Oyo,Cucumbers,B,2026-02-16,2026-02-18,94,0.74,8.04,7.72,7.0,3,0.417,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4635,L104431,F8efb87b6aa30,South Africa,Western Cape,Tomatoes,B,2026-02-14,2026-02-14,127,1.09,-28.45,24.11,7.0,5,0.757,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4636,L104432,F5cde36840d19,South Africa,Eastern Cape,Cucumbers,A,2026-02-14,2026-02-14,421,1.02,-29.79,20.62,7.8,5,0.627,LOT00369,544.0,1.03,0.606,5.0,0.15,0.87,HIGH,,,,,,,,,7,4,6,Not Matched
4637,L104433,Fae76937d795d,Kenya,Mombasa,Cucumbers,A,2026-02-18,2026-02-19,144,0.89,1.28,37.35,7.8,1,0.156,LOT00055,543.0,0.94,0.205,2.0,0.0,0.94,LOW,,,,,,,,,7,4,6,Not Matched
4638,L104434,F43d046e02771,Nigeria,Kano,Tomatoes,B,2026-02-15,2026-02-15,171,0.82,8.55,9.05,7.0,4,0.588,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4639,L104435,F41307ec631f7,Kenya,Kiambu,Potatoes,A,2026-01-07,2026-01-10,109,0.52,1.55,38.44,50.0,43,0.81,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4640,L104436,F20586506299f,South Africa,Western Cape,Bananas,A,2026-02-13,2026-02-13,337,0.87,-29.94,21.07,6.7,6,0.858,LOT00492,544.0,0.88,0.831,6.0,0.15,0.74,HIGH,,,,,,,,,6,4,5,Not Matched
4641,L104437,F50196aa54156,South Africa,Western Cape,Bell Peppers,A,2026-02-15,2026-02-16,62,1.75,-30.62,23.37,11.1,4,0.386,LOT00496,621.0,2.1,0.338,4.0,0.0,2.1,LOW,,,,,,,,,10,6,8,Not Matched
4642,L104438,F43d046e02771,Nigeria,Kano,Okra,A,2026-02-13,2026-02-14,131,1.01,8.98,11.21,5.6,6,0.974,LOT00240,607.0,1.14,0.905,6.0,0.25,0.86,HIGH,,,,,,,,,5,3,4,Not Matched
4643,L104439,F4846148a354c,Nigeria,Oyo,Potatoes,B,2026-01-17,2026-01-20,118,0.49,8.97,8.74,45.0,33,0.672,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4644,L104440,F61b1f74146b2,South Africa,KwaZulu-Natal,Carrots,A,2026-02-06,2026-02-09,85,0.96,-31.71,22.08,31.1,13,0.499,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4645,L104441,F13b1bb5bcbcb,Nigeria,Rivers,Carrots,A,2026-01-21,2026-01-23,265,0.74,7.25,8.78,31.1,29,0.929,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4646,L104442,F61c9599edce8,South Africa,Eastern Cape,Okra,A,2026-02-13,2026-02-16,91,1.38,-30.4,23.6,5.6,6,1.0,,,,,,,,,,,,,,,,,5,3,4,Not Matched
4647,L104443,F482ff7a59c8e,Nigeria,Lagos,Tomatoes,B,2026-02-17,2026-02-20,148,0.99,10.12,6.5,7.0,2,0.353,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4648,L104444,Fa1a72d0df7c0,South Africa,Western Cape,Onions,A,2026-01-08,2026-01-10,50,0.75,-32.57,21.03,33.3,42,1.0,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4649,L104445,F7fd6852776e6,South Africa,Eastern Cape,Bell Peppers,B,2026-02-17,2026-02-18,120,1.79,-29.39,23.75,10.0,2,0.141,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4650,L104446,F96bf9ad669e9,Nigeria,Oyo,Bananas,A,2026-02-14,2026-02-14,50,0.72,9.05,8.3,6.7,5,0.73,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4651,L104447,F4846148a354c,Nigeria,Oyo,Tomatoes,C,2026-02-15,2026-02-15,139,0.84,9.34,9.52,6.1,4,0.632,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4652,L104448,Fec9a3ac37509,Nigeria,Lagos,Carrots,A,2026-01-15,2026-01-15,82,0.76,10.88,8.26,31.1,35,1.0,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4653,L104449,F85580e46da17,Kenya,Nairobi,Mangoes,B,2026-02-12,2026-02-15,157,1.13,0.96,36.76,7.0,7,1.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4654,L104450,F2644d1e4fa59,South Africa,Gauteng,Tomatoes,B,2026-02-16,2026-02-16,199,1.17,-30.93,22.77,7.0,3,0.431,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4655,L104451,F62102f4e9ad6,South Africa,Western Cape,Potatoes,A,2026-02-13,2026-02-15,168,0.57,-31.87,23.37,50.0,6,0.144,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4656,L104452,F35eb6462743a,South Africa,Limpopo,Carrots,B,2026-01-20,2026-01-23,59,0.72,-29.99,23.55,28.0,30,0.996,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4657,L104453,F80d9a4e7d80c,Nigeria,Kaduna,Onions,A,2026-02-06,2026-02-06,163,0.6,8.6,10.22,33.3,13,0.407,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4658,L104454,F922e0bc5d16e,South Africa,Eastern Cape,Okra,A,2026-02-14,2026-02-14,81,1.49,-30.27,24.01,5.6,5,0.902,,,,,,,,,,,,,,,,,5,3,4,Not Matched
4659,L104455,F22554e4fb4cb,Nigeria,Oyo,Onions,B,2026-01-29,2026-02-01,62,0.67,8.7,9.26,30.0,21,0.711,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4660,L104456,Fa4ef4fb3e749,Nigeria,Lagos,Onions,C,2026-01-26,2026-01-27,245,0.56,10.2,8.18,26.1,24,0.872,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4661,L104457,Fc37da56dc1a1,South Africa,Eastern Cape,Cucumbers,A,2026-02-15,2026-02-15,190,1.06,-30.54,23.19,7.8,4,0.559,LOT00370,659.0,1.07,0.53,4.0,0.08,0.99,MEDIUM,,,,,,,,,7,4,6,Not Matched
4662,L104458,F94f4cff5fd70,Kenya,Nakuru,Leafy Greens,A,2026-02-18,2026-02-18,64,1.59,-0.53,38.26,4.4,1,0.285,,,,,,,,,,,,,,,,,4,2,3,Not Matched
4663,L104459,F1cd432ea45c7,Nigeria,FCT,Carrots,B,2026-02-12,2026-02-15,74,0.76,8.41,10.59,28.0,7,0.21,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4664,L104460,Fa1a72d0df7c0,South Africa,Western Cape,Bananas,A,2026-02-11,2026-02-11,76,0.89,-31.18,26.05,6.7,8,0.984,LOT00491,524.0,0.86,0.978,8.0,0.25,0.64,HIGH,,,,,,,,,6,4,5,Not Matched
